USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
744860,94789,2015011923,260,11,***,48,***,*,*,*,10,**,**,**,**,**,**,**,**,*,39,26,1012,29.89,1011.4,45,35,0,*****,*****,*****,**
744860,94789,2015012000,270,13,***,44,***,*,*,*,10,**,**,**,**,**,**,**,**,*,39,26,1011.9,29.88,1011,41,39,0,*****,*****,*****,**
744860,94789,2015012001,270,13,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,39,26,1011.9,*****,1010.7,41,35,*****,*****,*****,*****,**
744860,94789,2015012001,280,14,***,44,***,*,*,*,10,**,**,**,**,**,**,**,**,*,40,24,1011.9,29.88,1011,***,***,0,*****,*****,*****,**
744860,94789,2015012002,270,10,***,42,***,*,*,*,10,**,**,**,**,**,**,**,**,*,39,23,1011.6,29.88,1011,***,***,0,*****,*****,*****,**
744860,94789,2015012003,310,13,***,42,***,*,*,*,10,**,**,**,**,**,**,**,**,*,38,24,1011.9,29.88,1011,***,***,0,*****,*****,*****,**
744860,94789,2015012004,310,13,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,38,24,1011.9,*****,1010.7,***,***,*****,*****,*****,*****,**
744860,94789,2015012004,300,11,***,140,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,23,1012.1,29.89,1011.4,***,***,0,*****,*****,*****,**
744860,94789,2015012005,290,9,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,35,21,1012.5,29.9,1011.7,***,***,0,*****,*****,*****,**
744860,94789,2015012006,300,16,24,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,35,19,1013.3,29.92,1012.4,40,35,0,*****,*****,*****,**
744860,94789,2015012007,300,16,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,35,19,1013.3,*****,1012.1,45,35,*****,*****,*****,*****,**
744860,94789,2015012007,290,15,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,35,19,1014,29.95,1013.4,***,***,0,*****,*****,*****,**
744860,94789,2015012008,300,14,22,150,***,*,*,*,10,**,**,**,**,**,**,**,**,*,36,19,1013.9,29.94,1013,***,***,0,*****,*****,*****,**
744860,94789,2015012009,310,16,***,140,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,18,1013.9,29.94,1013,***,***,0,*****,*****,*****,**
744860,94789,2015012010,310,16,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,37,18,1013.9,*****,1012.8,***,***,*****,*****,*****,*****,**
744860,94789,2015012010,300,13,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,39,19,1014,29.95,1013.4,***,***,0,*****,*****,*****,**
744860,94789,2015012011,290,14,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,41,18,1013.4,29.93,1012.7,***,***,0,*****,*****,*****,**
744860,94789,2015012012,990,10,***,140,***,*,*,*,10,**,**,**,**,**,**,**,**,*,41,19,1012.6,29.91,1012,41,35,0,*****,*****,*****,**
744860,94789,2015012013,270,10,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,41,19,1012.6,*****,1011.7,41,35,*****,*****,*****,*****,**
744860,94789,2015012013,280,10,***,150,***,*,*,*,10,**,**,**,**,**,**,**,**,*,41,18,1012.5,29.9,1011.7,***,***,0,*****,*****,*****,**
744860,94789,2015012014,270,13,***,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,41,19,1013,29.92,1012.4,***,***,0,*****,*****,*****,**
744860,94789,2015012015,300,13,***,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,41,19,1013.6,29.93,1012.7,***,***,0,*****,*****,*****,**
744860,94789,2015012016,300,13,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,41,19,1013.6,*****,1012.4,***,***,*****,*****,*****,*****,**
744860,94789,2015012016,290,7,***,80,***,*,*,*,10,**,**,**,**,**,**,**,**,*,41,20,1014.2,29.95,1013.4,***,***,0,*****,*****,*****,**
744860,94789,2015012019,330,10,***,120,***,*,*,*,10,**,**,**,**,**,**,**,**,*,38,19,1015.3,29.99,1014.7,***,***,0,*****,*****,*****,**
744860,94789,2015012020,300,11,***,85,***,*,*,*,10,**,**,**,**,**,**,**,**,*,38,19,1015.9,30,1015.1,***,***,0,*****,*****,*****,**
744860,94789,2015012021,320,14,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,36,15,1016.4,30.02,1015.8,***,***,0,*****,*****,*****,**
744860,94789,2015012022,320,14,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,36,15,1016.4,*****,1015.5,***,***,*****,*****,*****,*****,**
744860,94789,2015012022,310,18,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,35,5,1017.4,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015012023,320,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,32,8,1018,30.07,1017.4,41,32,0,*****,*****,*****,**
744860,94789,2015012100,330,9,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,31,8,1018.3,30.07,1017.4,40,31,0,*****,*****,*****,**
744860,94789,2015012101,330,9,***,***,***,*,*,*,10,**,**,**,**,**,**,**,**,*,31,8,1018.3,*****,1017.2,40,31,*****,*****,*****,*****,**
744860,94789,2015012101,10,7,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,29,11,1018.9,30.09,1018.1,***,***,0,*****,*****,*****,**
744860,94789,2015012102,350,9,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,29,12,1019.4,30.11,1018.8,***,***,0,*****,*****,*****,**
744860,94789,2015012103,360,8,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,29,12,1019.3,30.1,1018.5,***,***,0,*****,*****,*****,**
744860,94789,2015012104,360,8,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,29,12,1019.3,*****,1018.2,***,***,*****,*****,*****,*****,**
744860,94789,2015012104,10,8,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,27,11,1020.2,30.13,1019.5,***,***,0,*****,*****,*****,**
744860,94789,2015012105,350,8,***,260,***,*,*,*,10,**,**,**,**,**,**,**,**,*,26,10,1020.4,30.14,1019.8,***,***,0,*****,*****,*****,**
744860,94789,2015012106,10,13,***,260,***,*,*,*,10,**,**,**,**,**,**,**,**,*,26,7,1020.2,30.13,1019.5,31,26,0,*****,*****,*****,**
744860,94789,2015012107,10,13,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,26,7,1020.2,*****,1019.2,41,26,*****,*****,*****,*****,**
744860,94789,2015012107,360,8,***,260,***,*,*,*,10,**,**,**,**,**,**,**,**,*,27,7,1020.9,30.15,1020.1,***,***,0,*****,*****,*****,**
744860,94789,2015012108,360,7,***,170,***,*,*,*,10,**,**,**,**,**,**,**,**,*,29,6,1021.7,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012109,360,9,***,160,***,*,*,*,10,**,**,**,**,**,**,**,**,*,30,6,1021.9,30.18,1021.2,***,***,0,*****,*****,*****,**
744860,94789,2015012110,360,9,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,30,6,1021.9,*****,1020.9,***,***,*****,*****,*****,*****,**
744860,94789,2015012110,30,5,***,140,***,*,*,*,10,**,**,**,**,**,**,**,**,*,32,7,1022.6,30.2,1021.8,***,***,0,*****,*****,*****,**
744860,94789,2015012111,20,5,***,140,***,*,*,*,10,**,**,**,**,**,**,**,**,*,33,6,1021.7,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012112,60,6,***,140,***,*,*,*,10,**,**,**,**,**,**,**,**,*,35,6,1021.1,30.16,1020.5,35,26,0,*****,*****,*****,**
744860,94789,2015012113,60,6,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,35,6,1021.1,*****,1020.2,35,26,*****,*****,*****,*****,**
744860,94789,2015012113,***,0,***,220,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,5,1020.8,30.15,1020.1,***,***,0,*****,*****,*****,**
744860,94789,2015012114,180,5,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,36,11,1020.8,30.15,1020.1,***,***,0,*****,*****,*****,**
744860,94789,2015012115,200,7,***,90,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,15,1021.2,30.16,1020.5,***,***,0,*****,*****,*****,**
744860,94789,2015012116,200,7,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,34,15,1021.2,*****,1020.2,***,***,*****,*****,*****,*****,**
744860,94789,2015012116,50,3,***,110,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,14,1020,30.12,1019.1,***,***,0,*****,*****,*****,**
744860,94789,2015012117,***,0,***,130,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,8,1021.4,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012118,80,3,***,70,***,*,*,*,10,**,**,**,**,**,**,**,**,*,35,11,1021.6,30.17,1020.8,38,34,0,*****,*****,*****,**
744860,94789,2015012119,80,3,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,35,11,1021.6,*****,1020.5,38,26,*****,*****,*****,*****,**
744860,94789,2015012119,70,5,***,55,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,14,1021.6,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012120,40,6,***,50,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,15,1021.3,30.16,1020.5,***,***,0,*****,*****,*****,**
744860,94789,2015012121,30,5,***,35,***,*,*,*,10,**,**,**,**,**,**,**,**,*,35,14,1021.5,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012122,30,5,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,35,14,1021.5,*****,1020.5,***,***,*****,*****,*****,*****,**
744860,94789,2015012201,10,3,***,31,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,15,1021.6,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012202,10,3,***,29,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,18,******,30.17,1020.8,***,***,*****,*****,*****,*****,**
744860,94789,2015012202,10,6,***,27,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,19,1021.6,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012203,10,5,***,27,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,20,1021.7,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012204,10,5,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,34,20,1021.7,*****,1020.5,***,***,*****,*****,*****,*****,**
744860,94789,2015012204,30,3,***,27,***,*,*,*,10,**,**,**,**,**,**,**,**,*,33,20,1021.6,30.17,1020.8,***,***,0,*****,*****,*****,**
744860,94789,2015012205,40,5,***,27,***,*,*,*,10,**,**,**,**,**,**,**,**,*,33,21,1021.8,30.18,1021.2,***,***,0,*****,*****,*****,**
744860,94789,2015012205,50,5,***,47,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,21,******,30.18,1021.2,***,***,*****,*****,*****,*****,**
744860,94789,2015012206,20,3,***,43,***,*,*,*,10,**,**,**,**,**,**,**,**,*,33,21,1022.6,30.2,1021.8,34,33,0,*****,*****,*****,**
744860,94789,2015012207,20,3,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,33,21,1022.6,*****,1021.5,38,33,*****,*****,*****,*****,**
744860,94789,2015012207,20,6,***,23,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,21,******,30.2,1021.8,***,***,*****,*****,*****,*****,**
744860,94789,2015012207,10,3,***,23,***,*,*,*,10,**,**,**,**,**,**,**,**,*,33,21,1023.1,30.21,1022.2,***,***,0,*****,*****,*****,**
744860,94789,2015012208,20,7,***,40,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,21,******,30.22,1022.5,***,***,*****,*****,*****,*****,**
744860,94789,2015012208,360,7,***,40,***,*,*,*,10,**,**,**,**,**,**,**,**,*,34,22,1023.3,30.22,1022.5,***,***,0,*****,*****,*****,**
744860,94789,2015012209,320,8,***,32,***,*,*,*,10,**,**,**,**,**,**,**,**,*,35,22,1023.9,30.24,1023.2,***,***,0,*****,*****,*****,**
744860,94789,2015012210,320,8,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,35,22,1023.9,*****,1022.9,***,***,*****,*****,*****,*****,**
744860,94789,2015012210,310,10,***,60,***,*,*,*,10,**,**,**,**,**,**,**,**,*,36,23,1024,30.24,1023.2,***,***,0,*****,*****,*****,**
744860,94789,2015012211,300,8,***,60,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,22,1023.9,30.24,1023.2,***,***,0,*****,*****,*****,**
744860,94789,2015012212,300,9,***,80,***,*,*,*,10,**,**,**,**,**,**,**,**,*,38,22,1023.6,30.23,1022.9,38,33,0,*****,*****,*****,**
744860,94789,2015012213,300,9,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,38,22,1023.6,*****,1022.6,38,33,*****,*****,*****,*****,**
744860,94789,2015012213,990,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,39,22,1023.2,30.22,1022.5,***,***,0,*****,*****,*****,**
744860,94789,2015012214,350,8,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,40,22,1023.3,30.22,1022.5,***,***,0,*****,*****,*****,**
744860,94789,2015012215,340,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,40,22,1023.8,30.23,1022.9,***,***,0,*****,*****,*****,**
744860,94789,2015012216,340,7,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,40,22,1023.8,*****,1022.6,***,***,*****,*****,*****,*****,**
744860,94789,2015012216,340,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,38,22,1024.5,30.26,1023.9,***,***,0,*****,*****,*****,**
744860,94789,2015012217,250,8,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,38,24,1025.5,30.29,1024.9,***,***,0,*****,*****,*****,**
744860,94789,2015012218,310,10,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,38,23,1026.2,30.31,1025.6,41,36,0,*****,*****,*****,**
744860,94789,2015012219,310,10,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,38,23,1026.2,*****,1025.3,41,33,*****,*****,*****,*****,**
744860,94789,2015012219,320,16,23,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,36,20,1026.7,30.32,1025.9,***,***,0,*****,*****,*****,**
744860,94789,2015012220,320,17,28,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,35,19,1026.9,30.33,1026.2,***,***,0,*****,*****,*****,**
744860,94789,2015012221,310,15,21,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,33,16,1026.8,30.33,1026.2,***,***,0,*****,*****,*****,**
744860,94789,2015012222,310,15,***,***,***,*,*,*,10,**,**,**,**,**,**,**,**,*,33,16,1026.8,*****,1025.9,***,***,*****,*****,*****,*****,**
744860,94789,2015012222,320,11,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,32,15,1027.4,30.34,1026.6,***,***,0,*****,*****,*****,**
744860,94789,2015012223,320,10,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,31,14,1027.2,30.34,1026.6,41,31,0,*****,*****,*****,**
744860,94789,2015012223,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,41,***,*****,*****,0,*****,0
744860,94789,2015012300,330,14,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,31,11,1027.2,30.34,1026.6,38,31,0,*****,*****,*****,**
744860,94789,2015012301,330,14,***,***,***,*,*,*,10,**,**,**,**,**,**,**,**,*,31,11,1027.2,*****,1026.3,38,31,*****,*****,*****,*****,**
744860,94789,2015012301,330,14,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,31,13,1027.2,30.34,1026.6,***,***,0,*****,*****,*****,**
744860,94789,2015012302,330,13,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,1027.2,30.34,1026.6,***,***,0,*****,*****,*****,**
744860,94789,2015012303,340,11,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,1027,30.33,1026.2,***,***,0,*****,*****,*****,**
744860,94789,2015012304,340,11,***,***,***,*,*,*,10,**,**,**,**,**,**,**,**,*,30,14,1027,*****,1025.9,***,***,*****,*****,*****,*****,**
744860,94789,2015012304,310,11,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,29,14,1027.5,30.35,1026.9,***,***,0,*****,*****,*****,**
744860,94789,2015012305,320,10,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,29,14,1027.7,30.35,1026.9,***,***,0,*****,*****,*****,**
744860,94789,2015012306,300,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,28,14,1028.3,30.37,1027.6,31,28,0,*****,*****,*****,**
744860,94789,2015012307,300,7,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,28,14,1028.3,*****,1027.3,41,28,*****,*****,*****,*****,**
744860,94789,2015012307,300,8,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,29,15,1028.2,30.37,1027.6,***,***,0,*****,*****,*****,**
744860,94789,2015012308,340,9,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,31,15,1027.6,30.35,1026.9,***,***,0,*****,*****,*****,**
744860,94789,2015012309,280,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,34,14,1027.4,30.34,1026.6,***,***,0,*****,*****,*****,**
744860,94789,2015012310,280,7,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,34,14,1027.4,*****,1026.3,***,***,*****,*****,*****,*****,**
744860,94789,2015012310,230,6,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,34,15,1026.3,30.31,1025.6,***,***,0,*****,*****,*****,**
744860,94789,2015012311,270,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,36,14,1024.9,30.27,1024.2,***,***,0,*****,*****,*****,**
744860,94789,2015012312,230,10,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,37,16,1024,30.24,1023.2,37,28,0,*****,*****,*****,**
744860,94789,2015012313,230,10,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,37,16,1024,*****,1022.9,37,28,*****,*****,*****,*****,**
744860,94789,2015012313,240,13,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,38,18,1023,30.21,1022.2,***,***,0,*****,*****,*****,**
744860,94789,2015012314,190,15,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,36,21,1022.2,30.19,1021.5,***,***,0,*****,*****,*****,**
744860,94789,2015012315,180,10,***,260,***,*,*,*,10,**,**,**,**,**,**,**,**,*,36,24,1021.4,30.16,1020.5,***,***,0,*****,*****,*****,**
744860,94789,2015012316,180,10,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,36,24,1021.4,*****,1020.2,***,***,*****,*****,*****,*****,**
744860,94789,2015012316,220,8,***,240,***,*,*,*,10,**,**,**,**,**,**,**,**,*,36,24,1020.2,30.13,1019.5,***,***,0,*****,*****,*****,**
744860,94789,2015012317,220,10,***,170,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,23,1020.5,30.14,1019.8,***,***,0,*****,*****,*****,**
744860,94789,2015012318,230,11,***,150,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,24,1019.9,30.12,1019.1,39,36,0,*****,*****,*****,**
744860,94789,2015012319,230,11,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,37,24,1019.9,*****,1018.8,39,28,*****,*****,*****,*****,**
744860,94789,2015012319,220,14,***,150,***,*,*,*,10,**,**,**,**,**,**,**,**,*,36,24,1019.2,30.1,1018.5,***,***,0,*****,*****,*****,**
744860,94789,2015012320,230,9,***,140,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,26,1018,30.06,1017.1,***,***,0,*****,*****,*****,**
744860,94789,2015012321,220,11,***,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,26,1017.5,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015012322,220,11,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,37,26,1017.5,*****,1016.5,***,***,*****,*****,*****,*****,**
744860,94789,2015012322,210,10,***,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,27,1016.8,30.03,1016.1,***,***,0,*****,*****,*****,**
744860,94789,2015012400,220,7,***,7,***,*,*,*,1.5,**,**,**,**,71,10,**,**,*,34,30,******,29.95,1013.4,***,***,*****,*****,*****,*****,**
744860,94789,2015012400,220,7,***,7,***,*,*,*,1.5,**,**,**,**,71,10,**,**,*,34,30,1014.2,29.95,1013.4,38,34,0.01,0.01,*****,*****,**
744860,94789,2015012401,220,7,***,***,OVC,*,*,*,1.5,71,**,**,**,**,**,**,**,*,34,30,1014.2,*****,1013.1,38,28,*****,0.01,*****,*****,**
744860,94789,2015012401,230,3,***,4,***,*,*,*,1,**,**,**,**,71,10,**,**,*,34,30,******,29.92,1012.4,***,***,0.03,*****,*****,*****,**
744860,94789,2015012401,***,0,***,4,***,*,*,*,0.5,**,**,**,**,72,30,**,**,*,33,31,1012.8,29.91,1012,***,***,0.09,*****,*****,*****,**
744860,94789,2015012402,30,7,***,4,***,*,*,*,0.5,**,**,**,**,72,30,**,**,*,33,30,1010.5,29.84,1009.7,***,***,0.14,*****,*****,*****,**
744860,94789,2015012402,50,6,***,8,***,*,*,*,1,**,**,**,**,72,30,**,**,*,34,30,******,29.84,1009.7,***,***,0.01,*****,*****,*****,**
744860,94789,2015012402,50,6,***,4,***,*,*,*,0.5,**,**,**,**,72,30,**,**,*,34,30,******,29.84,1009.7,***,***,0.01,*****,*****,*****,**
744860,94789,2015012403,80,5,***,4,***,*,*,*,0.3,**,**,**,**,72,30,**,**,*,33,30,1009.3,29.81,1008.6,***,***,0.12,*****,*****,0.33,**
744860,94789,2015012404,80,5,***,***,OVC,*,*,*,0.2,73,**,**,**,**,**,**,**,*,33,30,1009.3,*****,1008.4,***,***,*****,*****,*****,0.31,**
744860,94789,2015012404,50,8,***,4,***,*,*,*,1,**,**,**,**,71,67,61,10,*,34,30,******,29.75,1006.6,***,***,0.07,*****,*****,*****,**
744860,94789,2015012404,40,7,***,4,***,*,*,*,1,**,**,**,**,71,67,61,10,*,33,31,1007.1,29.74,1006.3,***,***,0.11,*****,*****,*****,**
744860,94789,2015012405,30,7,***,4,***,*,*,*,3,**,**,**,**,71,67,61,10,*,34,30,******,29.73,1005.9,***,***,0.07,*****,*****,*****,**
744860,94789,2015012405,30,11,***,4,***,*,*,*,3,**,**,**,**,61,10,**,**,*,34,31,1005.5,29.7,1004.9,***,***,0.11,*****,*****,*****,**
744860,94789,2015012406,50,11,***,3,***,*,*,*,3,**,**,**,**,61,10,**,**,*,34,31,1003.5,29.64,1002.9,34,33,0.08,0.65,0.66,*****,3
744860,94789,2015012407,50,11,***,***,OVC,*,*,*,3,61,**,**,**,**,**,**,**,*,34,31,1003.5,*****,1002.6,39,33,*****,0.67,0.66,*****,3
744860,94789,2015012407,30,7,***,4,***,*,*,*,2.5,**,**,**,**,61,10,**,**,*,34,30,******,29.61,1001.9,***,***,*****,*****,*****,*****,**
744860,94789,2015012407,30,7,***,4,***,*,*,*,2.5,**,**,**,**,61,10,**,**,*,34,31,1002.6,29.61,1001.9,***,***,0.03,*****,*****,*****,**
744860,94789,2015012408,20,10,***,4,***,*,*,*,2.5,**,**,**,**,61,10,**,**,*,34,31,1000.6,29.55,999.8,***,***,0.01,*****,*****,*****,**
744860,94789,2015012409,360,13,***,4,***,*,*,*,2.5,**,**,**,**,51,10,**,**,*,34,32,999.2,29.51,998.5,***,***,0.01,*****,*****,0.05,**
744860,94789,2015012410,360,13,***,***,OVC,*,*,*,2.5,51,**,**,**,**,**,**,**,*,34,32,999.2,*****,998.2,***,***,*****,*****,*****,0.04,**
744860,94789,2015012410,20,13,***,3,***,*,*,*,2.5,**,**,**,**,51,10,**,**,*,35,32,997.6,29.46,996.8,***,***,0.01,*****,*****,*****,**
744860,94789,2015012412,350,14,***,5,***,*,*,*,3,**,**,**,**,10,**,**,**,*,36,34,******,29.36,993.4,***,***,0.01,*****,*****,*****,**
744860,94789,2015012412,360,14,***,5,***,*,*,*,3,**,**,**,**,51,10,**,**,*,36,33,993.4,29.34,992.7,36,34,0.01,0.07,*****,*****,2
744860,94789,2015012413,360,14,***,***,OVC,*,*,*,3,51,**,**,**,**,**,**,**,*,36,33,993.4,*****,992.5,36,34,*****,0.08,*****,*****,2
744860,94789,2015012414,340,10,***,12,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,32,******,29.28,990.7,***,***,*****,*****,*****,*****,**
744860,94789,2015012414,340,13,***,12,***,*,*,*,8,**,**,**,**,**,**,**,**,*,37,32,991.4,29.28,990.7,***,***,0,*****,*****,*****,**
744860,94789,2015012415,330,15,25,29,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,32,******,29.26,990,***,***,*****,*****,*****,*****,**
744860,94789,2015012415,330,20,***,40,***,*,*,*,10,**,**,**,**,61,**,**,**,*,37,32,******,29.28,990.7,***,***,*****,*****,*****,*****,**
744860,94789,2015012416,300,13,***,35,***,*,*,*,9.1,**,**,**,**,61,**,**,**,*,38,32,993.4,29.34,992.7,***,***,0.01,*****,*****,*****,**
744860,94789,2015012417,300,14,***,29,***,*,*,*,9.1,**,**,**,**,61,**,**,**,*,37,32,******,29.34,992.7,***,***,0.01,*****,*****,*****,**
744860,94789,2015012417,290,10,***,47,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,34,******,29.35,993.1,***,***,*****,*****,*****,*****,**
744860,94789,2015012417,290,9,***,47,***,*,*,*,10,**,**,**,**,**,**,**,**,*,38,33,993.8,29.35,993.1,***,***,0.01,*****,*****,*****,**
744860,94789,2015012418,280,16,21,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,40,31,994.6,29.37,993.8,40,36,0,0.02,*****,*****,1
744860,94789,2015012419,280,16,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,40,31,994.6,*****,993.5,40,33,*****,0.02,*****,*****,1
744860,94789,2015012419,300,15,22,240,***,*,*,*,10,**,**,**,**,**,**,**,**,*,39,29,995.7,29.41,995.1,***,***,0,*****,*****,*****,**
744860,94789,2015012420,300,14,23,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,39,24,996.4,29.43,995.8,***,***,0,*****,*****,*****,**
744860,94789,2015012421,300,16,22,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,38,24,997.3,29.45,996.5,***,***,0,*****,*****,*****,**
744860,94789,2015012422,300,16,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,38,24,997.3,*****,996.2,***,***,*****,*****,*****,*****,**
744860,94789,2015012422,310,13,24,80,***,*,*,*,10,**,**,**,**,**,**,**,**,*,36,24,998.3,29.48,997.5,***,***,0,*****,*****,*****,**
744860,94789,2015012423,290,13,22,80,***,*,*,*,10,**,**,**,**,**,**,**,**,*,37,24,999,29.5,998.2,40,33,0,*****,*****,*****,**
744860,94789,2015012423,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,40,***,*****,*****,0.75,*****,3
